1081,How has technology affected the way you define productivity compared to five years ago?,./prompts/science_1081_zac.wav,science,zac,False,0
1082,How would you explain your current job's real value to someone who thinks it's unnecessary?,./prompts/science_1082_tara.wav,science,tara,False,0
1083,How do you think workplace failures shape who we are more than successes do?,./prompts/science_1083_zac.wav,science,zac,False,0
1084,"If you could ask one question about career satisfaction to your future self, what would it be?",./prompts/science_1084_tara.wav,science,tara,False,0
1085,What's something about remote work culture that genuinely surprises people who haven't experienced it?,./prompts/science_1085_zac.wav,science,zac,False,0
1086,What's one trend in professional development that excites you but worries others?,./prompts/science_1086_tara.wav,science,tara,False,0
1087,What's changed about your views on work-life balance since you started your career?,./prompts/science_1087_zac.wav,science,zac,False,0
1088,How has your relationship with ambition evolved as you've gained more professional experience?,./prompts/science_1088_tara.wav,science,tara,False,0
1089,What unwritten rule in your industry do you think desperately needs to be spoken aloud?,./prompts/science_1089_zac.wav,science,zac,False,0
1090,"How do you think the concept of ""dream job"" misleads people entering the workforce?",./prompts/science_1090_tara.wav,science,tara,False,0
1091,What's one professional skill you wish schools taught but they completely ignore?,./prompts/science_1091_zac.wav,science,zac,False,0
1092,How would you redesign the traditional interview process to actually reveal someone's potential?,./prompts/science_1092_tara.wav,science,tara,False,0
1093,What's something about workplace mentorship that people misunderstand or approach completely wrong?,./prompts/science_1093_zac.wav,science,zac,False,0
1094,"If you could eliminate one common career myth, which would create the biggest positive impact?",./prompts/science_1094_tara.wav,science,tara,False,0
1095,How do you think our relationship with retirement will look different for our generation?,./prompts/science_1095_zac.wav,science,zac,False,0
1096,What's your relationship with Sunday evenings knowing Monday work is approaching?,./prompts/science_1096_tara.wav,science,tara,False,0
1097,"If you could master any skill overnight that would transform your career, what would it be?",./prompts/science_1097_zac.wav,science,zac,False,0
1098,"If you could eliminate one thing about modern workplace culture, what would disappear first?",./prompts/science_1098_tara.wav,science,tara,False,0
1099,"What's one thing about your work that always makes you smile, even on tough days?",./prompts/science_1099_zac.wav,science,zac,False,0
1100,What's one assumption people make about your profession that's completely wrong?,./prompts/science_1100_tara.wav,science,tara,False,0
1101,What's your biggest challenge with maintaining work-life boundaries in today's always-connected world?,./prompts/science_1101_zac.wav,science,zac,False,0
1102,Why do people tend to stay in jobs that clearly make them miserable?,./prompts/science_1102_tara.wav,science,tara,False,0
1103,What's one skill you wish they taught in school that would help everyone professionally?,./prompts/science_1103_zac.wav,science,zac,False,0
1104,"If you could shadow anyone for a week to learn their job, who would you choose?",./prompts/science_1104_tara.wav,science,tara,False,0
1105,What's the most valuable piece of career advice someone gave you that seemed wrong initially?,./prompts/science_1105_zac.wav,science,zac,False,0
1106,How do you handle the gap between what you studied and what you actually do daily?,./prompts/science_1106_tara.wav,science,tara,False,0
1107,What's one workplace tradition or norm that you think needs to evolve or disappear completely?,./prompts/science_1107_zac.wav,science,zac,False,0
1108,"If you could redesign how people discover their ideal career path, what would you change?",./prompts/science_1108_tara.wav,science,tara,False,0
1109,What's the strangest or most unexpected skill that's actually helped you succeed at work?,./prompts/science_1109_zac.wav,science,zac,False,0
1110,How has your definition of professional success changed from five years ago to now?,./prompts/science_1110_tara.wav,science,tara,False,0
1111,What's one trend in your industry that excites you most about the next decade?,./prompts/science_1111_zac.wav,science,zac,False,0
1112,What's your biggest challenge with turning your long-term vision into actionable daily steps?,./prompts/science_1112_tara.wav,science,tara,False,0
1113,What would you do if you had unlimited resources but only five years to make an impact?,./prompts/science_1113_zac.wav,science,zac,False,0
1114,"If you could be recognized as an expert in any emerging field, what would you choose?",./prompts/science_1114_tara.wav,science,tara,False,0
1115,"If you could live in a world where one current limitation didn't exist, which would you eliminate?",./prompts/science_1115_zac.wav,science,zac,False,0
1116,What's your process for distinguishing between dreams worth pursuing and comfortable fantasies?,./prompts/science_1116_tara.wav,science,tara,False,0
1117,What's something you've learned recently about yourself that changed how you view your future?,./prompts/science_1117_zac.wav,science,zac,False,0
1118,"If you could witness the invention of something that would reshape society, what would it be?",./prompts/science_1118_tara.wav,science,tara,False,0
1119,What legacy do you want people to discover about you fifty years from now?,./prompts/science_1119_zac.wav,science,zac,False,0
1120,What's one skill you're developing now that feels completely unrelated to your current path?,./prompts/science_1120_tara.wav,science,tara,False,0
1121,"If your future self could send you one piece of advice, what do you hope it would say?",./prompts/science_1121_zac.wav,science,zac,False,0
1122,What's a problem you're passionate about solving that most people don't even notice exists?,./prompts/science_1122_tara.wav,science,tara,False,0
1123,What would success look like if external validation and money weren't part of the equation?,./prompts/science_1123_zac.wav,science,zac,False,0
1124,What's one assumption about your future that you're actively working to prove wrong?,./prompts/science_1124_tara.wav,science,tara,False,0
1125,"If you could fast-forward and see the moment you achieve your biggest goal, what scares you most?",./prompts/science_1125_zac.wav,science,zac,False,0
1126,"If you could master any skill that doesn't exist yet but might in twenty years, what would it be?",./prompts/science_1126_tara.wav,science,tara,False,0
1127,"What's your relationship with the advice ""follow your passion"" versus ""develop valuable skills first""?",./prompts/science_1127_zac.wav,science,zac,False,0
1128,How has technology affected the way you think about what careers will even exist in the future?,./prompts/science_1128_tara.wav,science,tara,False,0
1129,How do you think your childhood dreams would be different if you grew up in today's world instead?,./prompts/science_1129_zac.wav,science,zac,False,0
1130,What's one piece of conventional wisdom about success that you completely disagree with based on your experience?,./prompts/science_1130_tara.wav,science,tara,False,0
1131,What's something you do differently than most people when it comes to setting long-term goals?,./prompts/science_1131_zac.wav,science,zac,False,0
1132,What's something about ambition that you wish more people understood before pursuing big dreams?,./prompts/science_1132_tara.wav,science,tara,False,0
1133,How do you think social media affects people's ability to stick with unglamorous but important goals?,./prompts/science_1133_zac.wav,science,zac,False,0
1134,"If you had to choose between being remembered for one achievement or having a quietly fulfilling life, which appeals more?",./prompts/science_1134_tara.wav,science,tara,False,0
1135,"What's a goal you abandoned that you're actually grateful you didn't pursue, and why?",./prompts/science_1135_zac.wav,science,zac,False,0
1136,How do you balance planning for the future with accepting that most predictions about life turn out wrong?,./prompts/science_1136_tara.wav,science,tara,False,0
1137,What's something you're working toward now that your younger self would find completely surprising or confusing?,./prompts/science_1137_zac.wav,science,zac,False,0
1138,"If you could guarantee one specific change in the world by 2040, what would create the most meaningful impact?",./prompts/science_1138_tara.wav,science,tara,False,0
1139,What's a skill or mindset you think will be essential for thriving that schools aren't teaching kids yet?,./prompts/science_1139_zac.wav,science,zac,False,0
1140,How do you decide when to pivot from a goal versus when to persist through the difficult phases?,./prompts/science_1140_tara.wav,science,tara,False,0
1141,"What role does failure play in your creative process, and how has it shaped your artistic growth?",./prompts/science_1141_zac.wav,science,zac,False,0
